Clmp,Matn2,Cpe,Gcg,Gdnf,Yes1,Il17a,Foxo1,Tnfrsf11b,Tgfb1,Pla2g4a,Il6,Prdx5,Tgfa,Ccl5,Epo,Axin1,Fst,Rgma,Nadk,Tnni3,Notch3,Snap29,Cntn1,Clstn2,S100a4,Ca13,Mia,Cant1,Kitlg,Gfra1,Ppp1r2,Adam23,Itgb6,Cyr61,Dlk1,Ahr,Ccl2,Eno2,Plin1,Wfikkn2,Flrt2,Qdpr,Fas,Erbb4,Riox2,Plxna4,Epcam,Ccl3,Crim1,Vsig2,Hgf,Sez6l2,Il1a,Il23r,Dll1,Ddah1,Il10,Tnfrsf12a,Acvrl1,Lgmn,Csf2,Cxcl9,Map2k6,Itgb1bp2,Il17f,Il1b,Casp3,Apbb1ip,Wisp1,Cdh6,Pdgfb,Igsf3,Tgfbr3,Cxcl1,Pak4,Cntn4,Ghrl,Lpl,Fstl3,Dctn2,Il5,Eda2r,Ntf3,Tnfsf12,Ccl20,Fli1,Tpp1,Tnr,Vegfd,Parp1,Tnf
6.29584,2.95789,4.93052,NA,0.58028,2.32727,0.81289,0.85201,5.24249,1.53349,3.36342,0.69138,1.92211,4.95385,0.28496,2.88611,0.16841,8.404,1.70317,NA,NA,5.19552,NA,5.69767,3.9268,7.46857,4.1444,3.00187,NA,NA,4.89945,NA,NA,8.5341,4.83004,2.76887,3.42985,7.88677,4.57581,0.17701,5.09158,3.42726,4.68273,3.82091,5.58762,1.96982,3.66684,3.67289,2.93303,2.20801,2.42568,5.55494,3.72791,7.20844,5.43108,3.20785,1.33165,0.60034,2.16128,4.60481,5.38203,1.03882,2.88355,4.77458,0.63335,0.70023,3.05906,8.43692,3.83474,3.45216,NA,9.36647,4.0446,0.78348,5.41662,0.21478,6.2958,1.10053,0.17239,5.05571,3.19976,NA,6.15717,2.59838,8.49612,8.04543,0.75982,7.64446,4.78331,4.6591,1.05808,NA
6.63602,4.1392,5.78646,0.34534,1.28561,3.34388,4.14755,2.38373,6.25513,2.01048,4.84089,2.38124,4.6545,5.75136,1.13709,4.46927,2.662,8.34302,2.59879,3.14794,NA,4.95837,5.17806,5.37005,2.81612,6.83935,4.4145,3.06935,0.67709,0.15027,4.49491,2.38915,NA,7.48381,5.94163,3.50299,3.61395,10.22242,6.12376,5.66399,5.5374,4.18157,6.08301,4.18227,5.18173,6.4105,2.35907,3.23737,3.77697,3.07252,3.32885,6.15886,4.37326,8.1842,6.12868,3.55545,6.13488,1.73981,3.46787,4.91868,6.06131,1.65084,5.73571,8.21511,3.12665,2.09835,3.48457,9.52948,5.21011,4.12473,3.48067,9.81422,4.66528,2.58827,10.96234,0.46957,5.77846,3.53807,4.12675,5.65912,2.91697,1.75184,7.06859,2.38558,7.1677,7.9414,2.54257,7.81351,5.32599,4.43578,9.1229,NA
5.938,5.02603,6.75984,5.28848,1.65246,2.2611,3.49713,3.1911,6.00647,2.63559,6.31024,2.27041,3.50802,5.79647,0.72804,3.43333,5.25481,8.97658,2.45011,7.95787,5.3996,4.48529,8.03971,5.35119,2.49965,5.36782,3.69379,4.08098,0.87103,0.93603,4.60463,4.72169,0.92908,3.44992,7.35364,2.79277,2.46598,10.14139,6.75527,6.74717,5.54222,3.3765,5.9801,3.6816,4.58142,4.56509,2.68635,2.84158,3.96276,2.01051,5.04913,4.43539,4.32442,8.36327,5.23456,3.077,1.89863,1.79989,4.29704,4.52788,6.03307,1.4679,5.48248,7.78775,2.58119,1.08609,2.61502,9.26878,4.26046,4.00533,3.42987,5.91579,3.92539,3.51334,10.76236,1.7253,4.90939,5.45022,3.5313,5.45456,1.92607,0.5379,6.84713,2.90561,4.84826,9.32605,3.46423,7.82179,6.10073,3.58346,5.81549,NA
5.8657,4.18087,4.793,0.25521,1.1662,2.47884,2.7443,2.24278,6.10892,1.91692,6.01001,1.57685,3.77287,5.60309,1.19408,3.43172,3.34334,8.87993,2.20085,4.84558,NA,4.63182,5.2987,4.83338,2.29403,5.95349,3.54967,2.56499,0.37118,0.69478,4.76925,3.61873,0.52401,7.69044,5.80684,2.87353,2.9464,9.40346,5.15651,5.4954,5.10138,3.14409,5.54549,3.81139,4.93065,5.41196,2.4207,2.92891,3.65123,3.14528,3.87499,5.06146,4.06806,7.99887,5.3614,3.1545,3.87658,1.37547,3.6377,4.15732,6.01699,1.15329,5.7506,7.97995,2.51857,1.42714,2.69163,9.10111,4.06217,3.74845,3.73833,6.79868,4.0425,2.75464,10.32237,0.39347,4.8527,4.16304,3.654,5.49015,1.98828,1.59278,6.81343,2.66136,7.49063,10.42685,1.94891,7.97102,4.07951,3.44581,6.11313,NA
6.35951,5.42579,6.60988,1.78778,2.0492,2.87545,4.48796,2.97774,6.82169,2.94044,6.80084,2.09114,4.35155,6.18669,1.24771,5.27329,5.75267,9.32035,2.75121,7.1837,3.61411,4.94665,7.10027,5.61407,3.20023,6.3098,4.34456,3.59121,1.24358,1.94344,6.80638,4.50065,1.69977,5.84957,7.01812,4.34684,2.96278,10.55945,6.07309,6.05307,5.94865,4.08857,6.37586,4.81626,5.28931,5.76115,2.87775,3.47181,3.9246,3.07291,4.22518,5.62419,5.741,7.69972,5.77222,3.98558,2.68238,2.01422,4.66909,4.92077,6.31924,1.41019,7.29285,7.76596,1.85658,2.45662,2.76217,9.66309,5.3391,4.37507,3.7913,6.61255,5.11185,4.25146,11.57303,1.41718,5.54747,5.26682,4.21749,6.03892,3.11235,1.29297,7.64602,3.51726,6.82927,9.48865,3.108,7.6517,5.76124,3.93842,8.74093,0.27957
6.46568,3.9137,5.75313,0.19913,0.68179,2.01329,4.38694,1.73872,5.87837,1.9986,3.61762,1.34168,2.72149,5.41417,0.92692,3.20601,2.01794,8.7518,2.82367,2.00145,NA,5.05462,4.79908,6.082,3.16983,5.98495,4.12334,3.01771,0.57621,0.11091,3.48755,1.65033,NA,7.85188,5.61669,3.53719,2.84818,9.38117,7.11969,4.0197,5.57728,3.89968,5.88728,3.64511,4.77676,5.19217,2.64388,2.89206,3.62187,2.95796,3.60439,5.85688,4.59124,7.32851,6.26965,2.95901,3.76496,1.09464,2.16378,4.78875,5.43701,1.94022,5.88751,7.43825,1.45702,3.16975,2.36327,9.54255,4.74626,4.11772,3.18318,9.88519,4.19703,2.33398,9.88413,1.14304,6.00833,3.58616,2.13393,5.43063,2.33791,1.42501,6.66425,2.64712,7.69229,8.43738,1.75902,7.91744,7.12876,5.16923,7.67573,0.09683
6.42381,4.62983,5.34721,0.44719,0.60888,2.17832,4.8597,2.29844,6.14436,2.14682,5.50608,1.40282,3.28003,5.95664,0.92481,2.80686,3.21042,8.60503,2.63854,3.5114,0.27277,4.90215,4.79586,5.75026,3.22369,6.07303,3.48077,3.45472,0.31589,0.24493,4.05992,3.34868,0.07035,7.20046,6.4834,3.29448,3.17363,9.81946,6.3299,4.90311,5.4277,3.78174,5.34472,4.4716,5.10339,5.4691,1.66492,3.33791,3.3903,3.41823,4.34981,5.14221,4.44257,7.1349,5.86245,3.27303,3.35493,0.98899,2.7308,4.70005,5.76883,1.70579,5.95692,7.88689,2.34974,5.13044,1.87431,8.66294,3.75935,4.43755,3.39769,6.66205,4.14407,3.22082,10.23223,0.15987,5.91269,4.06885,2.45436,5.67901,1.72756,1.30293,6.64178,2.45568,7.38171,8.95812,1.41456,7.44051,5.73805,4.45625,6.41781,NA
5.46234,5.28691,6.83145,4.02335,1.34151,2.08714,1.13859,2.96422,6.70437,2.78623,5.71105,1.52937,2.11106,5.66739,0.75436,4.32066,4.45576,8.56823,2.3838,7.82229,6.34121,4.72868,7.38801,5.86423,3.32821,5.27725,3.32989,4.03405,0.61096,0.66203,4.03282,4.33701,1.22574,1.86112,7.20699,2.84975,2.288,9.8816,5.62364,7.85669,5.45915,3.27137,5.64787,4.01203,4.64369,4.1891,2.03844,3.35681,3.22241,1.80251,3.49065,4.35589,4.73505,8.01769,5.3624,3.01472,1.61644,2.7903,4.27071,5.19026,5.92863,0.99928,5.27685,7.79627,2.26793,1.1352,2.13255,8.51389,3.08727,4.10608,3.32507,5.074,3.84757,3.88186,10.0253,0.92472,5.69755,6.03695,2.5196,5.44404,1.58714,1.61052,7.02602,2.76358,4.38537,7.82563,2.71509,7.78591,4.32647,3.70075,4.67185,0.22051
5.82876,5.15712,6.22594,1.48595,1.33784,2.18398,2.4865,3.36378,6.15866,2.42062,6.64098,1.24032,3.14265,5.40252,0.84566,2.58692,5.79739,7.7311,2.76236,7.8075,4.12457,5.03411,8.28462,5.91428,3.12212,5.67112,4.48895,3.48592,0.21783,1.01698,3.7906,4.99452,1.18322,4.33868,6.73714,3.18953,2.2688,9.5611,5.40216,7.50157,5.19991,3.79436,6.45871,4.05181,4.76908,4.85892,3.22913,2.64386,3.71002,1.95629,2.78634,4.79687,4.82292,7.89716,6.4286,3.25896,2.0723,1.8088,2.52453,5.24946,6.11259,0.98062,6.72382,8.18161,3.05307,1.40044,2.11762,9.67411,5.16965,3.98808,2.94368,6.17728,3.97516,4.2095,9.06019,1.33782,5.95251,4.59964,2.49335,5.4101,2.4417,1.0302,6.71905,2.22798,5.30037,7.31399,2.43254,7.47911,4.23476,3.69254,6.05909,0.08898
6.11777,4.9345,5.48612,1.4354,1.55455,3.07261,2.90884,3.32147,6.63033,2.14081,6.03465,0.92531,2.99693,5.9206,0.72816,3.38903,4.98896,8.31312,2.90655,6.81681,1.75052,5.09161,6.2422,6.42593,3.20888,5.72881,3.88745,3.04825,0.43037,0.65130999999999994,3.69328,4.83916,1.23867,5.85849,5.69708,3.17537,3.0538,10.27539,6.50305,7.17519,5.34836,3.8481,5.87735,4.06713,4.84882,5.67632,1.41662,2.68231,3.42516,2.362,2.90733,5.31667,5.10387,9.20431,5.96881,3.2856,2.91864,1.62607,3.11152,5.46271,6.22156,1.22609,5.77009,8.43654,3.5199,2.51523,2.15432,9.17807,4.15523,4.09367,3.4327,8.2896,4.35203,4.21906,9.84215,1.04774,6.19818,4.74087,2.54599,5.73323,2.36591,1.37044,6.74843,2.37539,6.00167,7.71881,1.68265,7.67715,5.95469,3.9747,6.77865,0.35841
5.84724,5.59974,7.04784,2.855,1.56173,3.53778,2.71705,4.29345,6.46126,2.90062,7.10292,1.85638,3.75403,6.43541,0.79716,2.95706,6.06934,8.15292,2.94999,9.56363,10.41362,5.11579,8.98363,6.35162,3.11882,6.25266,4.87759,3.90098,0.62928,1.02744,3.24133,5.74887,1.18899,2.33481,7.51896,3.14973,3.47253,10.28371,6.52239,8.16089,5.43353,4.3041,6.49604,3.85514,4.73085,6.0895,1.47749,2.89408,4.61664,2.53128,2.50737,5.13367,4.88784,8.88609,5.92077,3.02765,2.43137,1.44767,2.70473,5.67555,6.29421,1.56675,6.17172,8.43318,4.25189,1.36281,2.32953,9.84169,5.57149,4.09432,3.04664,7.05182,4.37442,4.2892,9.80082,1.21235,6.0429,4.5552,3.35397,5.38498,2.65969,1.03917,6.65095,2.09752,5.02457,7.7908,4.80988,7.34859,6.23313,3.94296,7.38324,NA
5.67428,5.2579,6.75528,2.35554,1.12946,2.21436,4.13118,3.62244,6.34791,2.86462,6.42142,2.11963,2.82103,5.56838,0.79543,3.16483,5.17797,7.96185,2.49089,8.84158,7.28472,4.33126,8.05908,5.52557,3.49042,5.7596,3.89195,3.55601,0.28004,0.61123,3.63457,4.98542,1.15756,2.34018,7.15607,2.74569,2.58693,10.24753,5.3223,7.55985,5.03705,3.88442,5.74484,3.98158,4.1982,5.19069,1.69449,2.18319,3.28575,2.40764,3.03815,5.19572,4.31537,7.61087,6.23974,3.08386,1.66294,1.67477,2.6752,4.82627,6.06583,1.2556,6.00688,8.16985,3.27545,1.30404,2.55915,8.83985,3.84967,3.87109,3.866,8.15942,4.05966,3.92992,9.74757,1.7891,5.45368,4.60352,2.66231,5.35545,2.19397,1.07959,6.23356,2.50051,4.47237,7.75141,3.40183,7.0802,4.3005,3.46377,5.21981,0.07462
5.93261,5.14819,5.98776,1.55062,0.98455,2.40293,1.05041,2.95368,6.50446,2.53779,5.84263,1.1177,2.47119,5.58008,2.09766,3.52257,4.84638,8.08369,2.64265,7.27309,3.71902,4.67141,6.77254,6.33458,3.16717,5.85635,3.67174,3.20016,0.19668,0.6598,3.61502,4.29462,0.99952,4.05042,6.53145,3.12743,2.24972,10.17571,6.0252,6.18182,5.10972,3.85861,5.96503,4.1685,4.71423,4.63413,1.75515,3.1193,3.31077,2.14513,3.11458,5.6479799999999996,5.15,7.24623,5.90435,3.1126,2.04553,1.40438,3.01715,5.26147,5.86106,0.93627,5.9486,8.08258,2.84428,0.85953,2.10679,9.03994,3.81819,4.25084,3.16131,8.99757,4.21337,3.9825,9.88784,1.40626,6.29509,4.96597,2.32942,5.47987,1.74099,1.7556,6.8133,2.15305,5.04253,7.9243,1.88037,7.37086,5.47481,3.7931,5.42418,NA
5.95711,5.41486,5.76366,2.08307,1.86348,2.69288,1.24518,3.16826,6.8892,2.36783,6.23743,1.02559,2.89503,5.84069,1.5798,3.59412,5.07602,8.33394,2.85198,7.25585,2.70976,4.98215,6.80468,6.17366,3.96306,5.89029,4.09538,3.10194,0.72503,0.30128,3.82251,4.58713,1.1226,5.51743,5.95598,2.94737,2.47866,10.43276,6.53169,6.59124,5.34824,3.79711,5.99115,4.13579,4.95837,5.1651300000000004,2.42581,3.45439,3.65698,2.58104,3.60847,5.05887,5.16928,7.34193,6.05612,3.29269,2.38191,2.05657,3.17978,5.3161,6.08617,1.11077,7.15182,8.07346,2.59132,1.03345,2.386,9.13855,3.97174,4.43515,3.13297,7.39869,4.77226,4.14483,9.9501,1.54147,6.0699,4.86029,2.43704,5.57316,2.18369,1.28085,6.58944,2.70625,5.7427,8.15363,1.37643,7.61332,5.3968,3.96269,5.79676,NA
6.31089,4.41751,5.635,0.43116,1.79796,2.22911,1.51058,2.04323,6.14105,2.07291,5.16482,1.06417,2.59857,5.82938,0.46317,3.07801,2.99937,8.4571,2.86355,2.26128,NA,5.00602,4.82549,6.04005,3.23428,6.22923,3.80199,2.84421,0.05931,0.37154,3.38933,1.9809,0.31186,7.38205,4.55057,3.19713,2.5188,9.52249,5.89203,5.70025,5.22871,3.68458,5.72834,4.31851,4.7744,4.93119,1.92061,3.13744,3.49768,2.59739,2.5859,5.40356,4.61513,8.12666,5.83199,3.12006,3.86328,1.52352,2.61265,5.34269,5.84025,0.9903,6.26369,8.14122,2.30794,1.29291,1.98335,9.19564,4.28795,4.32783,3.27471,9.27712,4.23912,2.84955,9.58606,1.65078,6.38914,4.5199,1.90131,5.48718,1.78241,1.26253,6.87554,2.73194,7.11832,7.81792,1.31321,7.59647,5.06285,4.87464,6.68067,NA
5.36901,4.53175,5.42205,1.23801,0.8745,2.49828,1.2641,3.48864,5.77498,2.64495,5.87364,1.3972,2.35662,5.16366,0.46153,2.572,5.10707,7.53544,2.8023,7.15948,2.12328,4.77467,6.90146,6.36139,2.6485,5.64915,3.9589,3.41704,0.24758,1.09577,3.18104,4.20642,0.50523,3.85264,5.08354,2.70505,2.51392,9.77739,6.55577,7.65426,4.67421,3.45206,5.67379,3.74062,4.64512,5.53445,2.00226,2.77829,3.34454,2.10376,2.68464,4.80526,4.87371,8.70203,6.06471,2.55066,2.7391,0.73705,2.57809,4.78157,5.80902,0.95499,5.33495,8.20738,2.64768,1.2328,2.10315,9.13713,3.96787,3.90827,2.75843,6.39328,4.30119,3.91536,9.61637,1.28501,5.85409,4.90825,2.43297,5.07152,2.06554,1.39807,6.24453,1.97614,4.88341,7.85407,2.39212,7.19513,6.12585,3.92804,7.3066,NA
5.47069,5.12468,6.78276,2.65864,0.93383,2.00605,1.60734,3.24149,5.95599,2.72778,5.68914,1.46306,2.49234,5.56252,0.74307,2.82912,4.82453,7.92174,2.72765,8.16349,5.90412,4.3442,7.80149,5.76028,3.09304,5.50048,3.42215,3.86012,0.63708,0.46137,3.5007,4.64335,0.93867,1.87638,7.26554,3.02884,2.39294,9.48524,5.71886,7.91787,5.23532,3.59842,5.68756,4.00217,4.52604,4.38809,1.77553,3.04306,3.04379,2.43059,3.22743,4.34915,4.9496,8.09484,5.90212,3.06175,1.59287,1.3194,2.75248,4.83954,5.82489,1.06349,5.60665,7.90688,2.33951,1.09196,2.31199,8.92502,3.91426,3.87927,3.02829,4.95948,4.03902,4.10467,9.30125,1.10222,5.91764,5.61892,2.62187,5.14046,1.53899,1.20336,6.46438,2.58472,4.71523,8.45075,3.147,7.04632,4.59471,3.51456,4.99868,NA
5.77641,4.58161,5.33688,2.27961,0.85055,2.34663,1.1905,3.42786,5.53132,2.40821,5.68616,1.05548,2.51783,5.48624,0.76142,2.6454,5.0098,8.13002,2.73166,7.41499,4.24177,4.82113,6.76838,6.25061,2.82739,5.9987,3.88942,3.18145,0.12255,0.45321,2.83819,4.63572,0.50769,3.94998,6.24733,3.42621,2.68222,9.03213,5.81473,8.24304,5.19949,3.78234,5.6743,3.56272,4.6367,5.38431,1.81458,3.00524,2.71222,2.11823,2.34355,4.55347,4.84118,9.32844,5.75973,2.7725,2.15512,1.06849,2.51419,4.94065,5.56127,1.11546,5.15633,8.12135,2.93541,0.73936,1.80073,9.02544,3.86287,4.10829,3.32935,5.27801,4.09251,4.24503,9.04872,1.1797,6.43705,5.1061,2.65803,5.38069,1.76513,1.27087,6.43654,2.03214,5.15112,7.40473,2.18953,6.72685,4.8865,3.66335,6.32906,NA
5.92693,5.24609,6.90826,3.25012,0.97907,2.10871,1.49221,3.49594,6.35129,2.90807,6.08454,1.45181,2.41955,5.53699,1.00418,2.96538,4.98877,8.01398,2.86254,8.35566,6.95536,4.81822,8.00105,6.20303,3.27355,5.66413,3.8024,3.98937,0.45433,0.66783,3.5318,4.74031,1.55477,2.36776,7.46264,3.23305,2.35362,10.01335,5.64223,8.11168,5.65037,4.13652,5.73296,4.11534,4.79732,4.86923,2.03173,3.11135,3.45094,2.02124,3.64385,5.04971,5.33239,7.73039,5.76833,3.30699,1.67348,1.80745,3.05819,5.05126,6.03111,1.38417,5.55226,7.94843,2.99765,1.68846,2.3673,8.8883,3.83467,4.42329,3.19922,6.54348,4.17644,4.26506,9.59171,1.45806,6.00968,5.74667,2.80445,5.57086,1.95925,1.17978,6.97392,2.6031,4.94774,7.62366,3.60681,7.17147,4.74403,3.93721,5.69381,0.24968
6.82181,4.61613,6.21452,1.35869,0.73021,3.49851,1.17371,3.30449,6.04133,2.4719,6.67169,2.31563,5.15346,6.29976,0.7418,3.18556,4.42582,8.17522,3.90533,7.44436,7.29143,5.4955,6.44039,6.57343,3.08643,6.79716,4.30601,3.71229,0.29318,0.18367,3.73479,5.0794,1.56317,4.28705,7.02129,4.61525,3.10932,9.4425,6.67831,7.83721,5.7848,4.74391,6.2415,4.53298,4.85544,6.03013,1.71294,3.14156,3.35604,3.18499,3.03046,5.22754,5.30628,9.00261,6.17217,4.1693,2.82305,1.67519,3.92451,5.46276,6.12511,1.96678,5.81358,8.61934,3.17838,1.35264,3.52453,9.8285,4.93875,4.54582,3.42144,7.25877,4.51687,4.41193,8.86798,0.74852,6.95448,3.566,4.12814,5.87327,2.60147,1.52006,7.5921,2.51128,5.25775,7.83468,1.75521,7.0708,5.73317,4.02114,3.32037,NA
6.22483,4.69844,6.80753,2.9674,0.99115,2.91115,2.36952,3.45478,5.62743,2.53255,6.01374,2.19838,3.82005,5.70394,0.57735,1.95731,5.00728,8.04026,2.58052,7.91734,7.2352,4.8372,7.81091,5.8368,2.44444,5.90258,3.96093,3.91834,0.39392,0.34053,3.39873,4.84066,1.08894,3.30573,7.06245,3.41333,2.61145,9.78771,5.72658,7.39608,5.48425,3.88438,5.89009,4.16278,4.5184,4.90084,1.75345,2.95657,3.66097,1.88521,3.14434,5.08393,4.42633,8.59031,5.90912,3.23581,2.11619,1.66673,3.41255,4.70708,5.79001,1.24546,5.24495,8.2206,3.11882,1.47724,3.01668,9.06568,3.86737,4.00271,3.43216,7.50625,4.11172,4.1187,9.91176,1.73639,6.03903,5.55,2.93234,5.37061,2.12199,2.64392,6.9739,2.40393,5.05392,7.48516,2.86975,6.53003,4.22478,3.5886,5.30845,NA
5.92055,4.99104,6.76397,2.66989,1.08173,3.07385,1.02324,3.97881,6.14571,2.70566,6.59721,2.81927,4.14107,5.64894,0.84363,2.25852,5.5942,8.09061,2.6131,8.88768,6.65583,4.64864,8.71618,5.92503,2.45368,5.92966,4.37521,3.99827,0.54693,0.95418,3.80259,4.71523,1.23645,2.36981,6.73636,3.20129,2.88482,10.39017,5.85282,8.37022,5.38424,4.05263,6.05176,4.61406,4.50787,5.08779,3.16516,3.05584,4.20623,2.34323,2.62258,5.33256,4.67106,8.50914,5.74554,3.37845,2.025,2.49314,3.77914,5.12659,6.24665,1.53772,5.82687,8.17573,2.94118,1.21022,3.33534,9.30815,4.52053,4.1423,2.77076,5.24443,4.12831,4.10341,10.33343,1.20002,6.17325,5.47853,4.2731,5.31895,2.17451,1.26423,7.13281,2.72273,4.68383,7.23775,4.00182,6.92629,4.73878,3.78794,6.72093,NA
6.29845,5.23595,7.0209,3.08725,1.44123,3.30135,0.75318,3.93043,6.50435,2.89741,6.84325,2.71247,4.50445,6.20621,1.42591,4.08951,6.24171,8.5216,2.56081,8.7656,6.87851,4.85268,8.76799,5.87716,2.85412,6.13065,4.63272,4.10395,0.83095,1.4556,4.77719,5.26105,1.39278,3.46944,7.37098,2.78081,3.07634,10.33839,6.06646,8.2614,5.98679,4.04952,6.42594,4.37917,4.7893,5.5844,3.1879,3.23688,4.74544,2.70562,3.51281,5.42537,4.98119,9.38139,5.57785,2.96507,2.41172,1.75383,4.10083,5.14334,6.29297,1.49816,5.85137,8.27583,3.08102,1.07392,3.43389,9.69437,5.10798,4.24056,3.13441,8.53533,4.51572,4.19491,10.80695,1.95955,5.98198,5.76348,4.1136,5.42876,2.88147,1.79487,7.50729,2.87187,5.33295,9.24178,4.617,7.74547,4.32617,4.10477,6.79828,NA
5.5758,4.66149,7.27056,2.05849,1.06916,1.9667,1.06473,2.47911,6.12807,2.90485,5.82835,1.48467,2.62972,5.75962,1.19283,5.24485,4.91408,9.60346,2.50177,7.57606,5.73809,4.27258,7.76404,4.96377,2.45394,4.24074,3.84477,3.32674,0.55635,1.08754,6.71691,4.0849,1.25616,3.46325,6.89747,3.54341,2.50445,10.21764,4.79818,5.02685,5.78305,2.99081,5.80607,5.19468,3.46276,4.84966,1.50888,3.08667,4.18626,2.32091,2.07289,5.30535,4.7157,7.6339,6.3397,3.84045,1.14111,3.78937,4.67169,4.79457,5.95116,1.1809,7.34183,7.49467,1.79029,0.97527,2.09145,9.03401,3.97323,3.89785,2.7136,7.43032,4.29367,3.78655,10.08604,1.26587,4.69687,5.64073,3.10857,5.7256,1.67959,0.52967,7.46792,2.80632,4.8901,6.87093,2.9278,6.80625,3.52732,3.35629,5.66089,0.39381
