Clmp,Matn2,Cpe,Gcg,Gdnf,Yes1,Il17a,Foxo1,Tnfrsf11b,Tgfb1,Pla2g4a,Il6,Prdx5,Tgfa,Ccl5,Epo,Axin1,Fst,Rgma,Nadk,Tnni3,Notch3,Snap29,Cntn1,Clstn2,S100a4,Ca13,Mia,Cant1,Kitlg,Gfra1,Ppp1r2,Adam23,Itgb6,Cyr61,Dlk1,Ahr,Ccl2,Eno2,Plin1,Wfikkn2,Flrt2,Qdpr,Fas,Erbb4,Riox2,Plxna4,Epcam,Ccl3,Crim1,Vsig2,Hgf,Sez6l2,Il1a,Il23r,Dll1,Ddah1,Il10,Tnfrsf12a,Acvrl1,Lgmn,Csf2,Cxcl9,Map2k6,Itgb1bp2,Il17f,Il1b,Casp3,Apbb1ip,Wisp1,Cdh6,Pdgfb,Igsf3,Tgfbr3,Cxcl1,Pak4,Cntn4,Ghrl,Lpl,Fstl3,Dctn2,Il5,Eda2r,Ntf3,Tnfsf12,Ccl20,Fli1,Tpp1,Tnr,Vegfd,Parp1,Tnf
6.26819,4.77665,5.59273,0.76799,1.82313,3.16524,3.78322,2.65333,6.17137,3.1683500000000002,7.12302,2.56791,5.25491,6.41624,1.75209,3.44095,4.58061,8.6407,2.79035,6.31197,1.59384,4.84078,6.5029,5.57072,2.73281,6.52771,4.49047,2.89256,1.03938,1.24354,5.89539,3.81532,1.63927,5.85707,5.08504,3.57857,3.0017,11.20999,5.28655,7.39209,5.88261,3.85828,5.78468,5.5176,4.39303,5.59778,2.49952,2.89545,6.24438,3.70022,3.78682,7.63634,4.40419,8.50238,7.56873,4.89113,4.17411,3.78112,4.23819,5.3844900000000004,6.43463,1.596,8.18747,8.44815,2.95186,2.92796,3.36318,9.86132,4.95987,4.86547,3.55187,10.95895,4.68551,3.71447,10.85904,0.71852,6.02823,3.46563,3.34393,6.09123,2.69305,1.43029,7.46983,2.39586,6.11929,9.34236,1.9547,7.39383,3.9549,4.0878,6.47133,0.82959
6.02996,3.49797,5.42515,0.6686,0.72374,3.12052,3.74895,2.49076,5.80044,2.18736,5.08168,1.68809,4.67379,5.88163,0.72349,1.80473,3.52071,8.06307,2.88117,3.18564,1.10361,4.30697,5.75081,5.88165,2.09587,6.6531,4.38131,3.67398,0.12247,0.37389,3.90725,2.40196,0.4486,6.00351,4.91988,5.71684,2.70517,10.21345,6.71977,5.58635,5.74695,4.14179,5.87508,4.65369,4.08922,5.54048,1.92709,2.67367,4.07499,2.51924,2.47804,5.98855,4.3649,8.09739,6.26464,3.46649,4.76328,1.711,3.76408,4.99703,5.71911,1.36167,5.84816,8.57814,2.33368,1.13037,3.57295,9.40173,4.71419,4.49664,2.57039,9.33831,3.89882,2.46795,9.43745,1.07327,4.84423,4.06989,3.34753,5.56809,2.54435,0.70043,7.35189,1.89802,5.95176,7.98144,1.78724,7.66911,6.69363,4.46307,7.54722,NA
5.79181,5.17556,7.03644,2.27821,1.26772,2.81852,1.37498,3.21565,5.81637,2.85487,6.21196,2.24236,3.81973,5.81066,0.88422,4.03839,5.0983,8.80408,2.79156,8.15928,6.03605,4.49606,8.01951,5.88483,2.23483,5.27725,4.14752,3.75252,0.64793,0.74879,5.96237,4.53499,1.64735,2.45102,6.79971,4.26363,2.114,10.0657,6.53372,7.67259,5.62258,3.58826,5.89801,4.71539,3.97845,5.10758,2.12899,3.72233,4.31803,2.08785,3.21842,5.05561,4.30552,8.1095,6.06348,3.90517,1.45101,1.72571,4.21377,5.00235,5.89017,1.07477,5.92552,8.1404,2.42964,1.40143,2.32854,9.06333,4.0197,4.26866,3.16745,5.80208,3.97059,3.99752,10.51985,1.24892,5.2631,5.47041,3.51821,5.61688,1.96665,1.62072,7.31064,2.55227,4.80429,7.32182,3.63123,7.0234,5.89963,3.51356,6.35096,NA
6.6887,5.12348,7.50118,3.27009,1.34305,3.75608,1.78357,3.9641,5.55192,3.00571,6.30178,3.20278,4.70946,6.27284,1.56634,2.81772,6.17708,8.56628,3.98257,8.79894,6.49918,4.78412,8.1425,7.48404,2.78728,5.64935,4.53677,4.06084,0.4054,1.28353,3.88969,5.73589,1.32534,3.27183,7.0068,3.47588,2.76398,10.13835,7.04047,7.06489,5.92847,4.27914,6.50403,4.81618,4.46434,5.73765,3.00045,2.77423,4.79811,2.45978,2.7768,5.32716,5.33072,8.72023,6.82862,3.9862,3.29364,2.58172,3.7427,4.7322,5.88156,0.96014,5.88886,8.29539,2.87025,1.17394,3.19791,9.32312,4.47649,4.38781,3.31265,7.61461,4.72465,4.31771,8.80673,1.64394,6.56545,5.42821,3.82427,5.68851,3.13704,1.51368,7.19527,2.25846,5.10889,7.123,4.56786,6.3151,7.60352,4.00525,7.84488,0.20804
6.27176,5.98728,7.03256,2.2463,1.48948,2.02152,2.83962,3.09703,6.33413,2.92016,6.26462,1.50995,2.48097,5.75003,0.91165,3.48944,3.93363,8.86753,3.07149,8.18888,3.90711,4.66243,7.73574,6.23403,3.09629,5.03932,3.83575,4.28832,0.55297,0.54835,4.17828,4.49288,1.38275,3.86799,6.67531,2.93489,2.56514,10.65575,5.69916,7.68628,7.36866,3.75445,5.48585,4.31831,4.20115,4.60842,2.20323,2.81468,3.87276,2.09617,3.45703,5.494,4.8,8.78247,6.62935,3.96706,1.58318,2.25367,3.43304,4.79324,6.06873,1.30752,6.45052,7.98233,2.73439,1.40781,1.93282,8.89419,3.82236,4.49705,3.54448,5.96737,4.23295,4.0642,9.08348,0.75013,5.47899,4.3134,2.81389,6.00147,1.69086,2.95589,6.86544,2.40411,5.22941,8.20423,3.39971,6.88858,4.43277,4.04421,5.87386,NA
6.39687,2.18095,5.00185,NA,1.77105,2.34926,0.68106,0.92914,4.9676,1.66506,3.14162,5.69299,2.7308500000000002,4.66202,0.71358,3.02182,0.14026,7.77513,1.49452,0.1221,NA,4.95376,NA,5.44809,2.76824,7.52529,4.26926,2.84407,NA,NA,4.48151,0.15559,NA,8.95047,4.76467,2.84757,3.17775,8.56257,5.82812,1.21492,5.26957,3.83105,4.9312,4.21366,4.70086,1.92178,3.33966,2.53318,3.42285,1.64151,0.80298,5.9388,3.88567,8.16389,5.65675,3.05587,1.80835,0.7146,3.05177,5.03249,5.22688,0.95624,3.17664,6.14411,1.87311,0.78653,4.82688,8.56988,4.09931,3.50242,NA,10.18711,4.1436,0.90263,9.38156,0.13304,5.95775,1.47436,0.8111,5.05365,3.2933500000000002,1.38443,6.11085,2.55456,8.81036,7.82958,0.47119,7.3524,6.10183,4.89845,1.34534,NA
6.3587,2.83576,5.82372,0.36967,2.48518,2.31415,2.57714,1.37925,5.96856,2.33763,3.16868,1.58896,5.77596,7.23306,0.7484,5.68188,1.12266,9.52974,2.4917,1.02084,0.90856,4.21796,2.0716,4.65474,3.74606,7.43324,3.85275,2.04433,0.41552,0.23818,5.72489,0.35568,NA,7.12886,5.18702,3.67711,2.77181,8.72833,6.43444,2.0385,5.6884,3.48882,5.50416,3.98153,4.44928,4.35717,2.44185,2.60401,3.31949,2.27911,3.09992,5.35114,5.29912,7.46634,5.86995,3.67259,4.44991,1.30686,3.67701,4.4061,5.59587,0.7533,3.22179,6.5047,1.04709,1.63359,2.40065,9.27956,3.93534,4.17299,3.58631,7.86487,4.23854,1.04528,8.52464,0.15012,6.88457,2.52214,1.95479,5.96409,5.61439,0.13068,7.43387,3.23232,6.97336,8.45832,1.7123,7.14568,3.95822,4.07592,6.97437,NA
5.8367000000000004,2.40975,6.00824,0.08957,1.00484,1.47237,0.88449,1.01918,5.67389,1.51928,3.21239,2.04165,1.54941,5.16067,0.43063,4.59845,0.50253,9.24631,1.59578,0.58895,0.30896,4.7526,0.2057,5.32577,2.61669,7.50393,3.43354,2.62254,NA,0.09993,5.64707,NA,NA,7.9211,4.97846,2.48563,2.26998,9.45253,4.79113,0.57797,4.65593,3.23984,5.2282,4.26512,4.52319,0.93085,3.10431,4.9751,4.59198,2.0323,2.45878,5.60176,3.93958,8.13914,5.61877,3.64431,1.36001,NA,3.4623,4.58694,5.40102,1.30119,2.36274,4.818,0.9093,0.8898,2.93528,8.94239,3.82007,3.8453,0.16499,9.77591,3.95369,0.72446,6.7859,0.37,5.74607,1.44396,1.63928,5.7505,3.14315,1.08366,6.43698,2.61352,7.89075,7.31707,0.54303,7.16255,4.86654,3.99838,1.33079,NA
5.54799,4.89956,5.55944,0.92427,0.96458,2.47032,4.07643,2.33377,7.40553,2.76148,6.09685,1.47066,3.01478,6.18756,1.22948,7.50555,3.52546,8.73432,2.47913,4.65179,1.1259,4.55202,5.66108,4.85267,2.80165,5.48561,3.85822,2.37321,1.0485,1.83324,7.56822,3.41189,1.22388,7.58646,6.19045,6.54327,2.70045,10.6992,5.73665,5.70978,5.32271,3.38952,5.53722,5.12098,4.07268,5.78861,1.66031,3.26144,4.63812,3.54924,4.99071,6.29278,5.69127,7.32345,5.66908,4.38714,3.7906,4.47414,5.37669,4.73668,6.20965,1.42945,7.49822,8.39648,2.25363,2.67949,2.59852,8.78863,4.02164,4.71632,2.86699,9.64305,4.189,3.03512,10.663,0.60633,4.86948,4.9238,1.91607,5.95328,2.06481,0.80553,6.9553,3.07342,7.59777,8.63581,2.38658,7.89376,6.05818,3.58768,7.0568,0.06168
5.40919,5.41336,6.68038,1.00652,0.97902,1.44399,6.77165,2.61027,7.38537,2.56232,6.46526,2.06302,3.1369,6.42897,1.10206,3.9908,4.64717,8.05659,2.21011,8.05473,3.32849,4.15988,6.96019,4.49767,3.42569,4.67763,3.03984,4.07539,0.99835,1.05655,6.29108,3.64751,1.33984,5.05526,7.05483,2.70003,2.27418,12.21025,5.11715,5.37129,5.33807,2.85349,4.92444,4.43637,6.6939,5.20913,2.70305,2.30775,4.8284,3.44338,3.93801,5.87668,5.41987,7.29536,5.49323,3.30069,1.0084,3.45595,6.01045,4.37377,6.16438,1.46649,5.76059,7.09495,1.61537,7.02616,3.16236,8.47796,3.34435,5.37276,3.28672,7.51624,4.05552,3.24655,9.90857,1.54259,4.35004,5.68826,2.22702,7.04807,1.4495,1.21112,6.70984,3.31159,6.24208,9.71077,4.49737,7.24764,4.00928,2.89292,5.7575,0.35818
6.09673,3.10916,5.3982,NA,0.79022,1.50928,1.48947,0.96935,5.77842,1.55011,2.78804,0.52553,1.75163,4.84221,0.57672,3.08519,0.27238,9.39405,1.86733,0.37353,0.54389,4.80445,NA,5.33524,2.76246,7.14603,4.24426,2.75754,0.29905,NA,5.27334,NA,NA,8.21958,5.77406,2.62911,2.64315,9.04152,4.66834,1.46629,4.77294,3.25241,4.85099,4.14158,4.71975,0.8225,2.38919,3.27058,5.083,2.49373,2.95625,5.90664,3.07263,8.33503,5.97917,3.59713,0.95001,0.66426,3.83547,5.04265,5.63348,0.94869,2.93885,5.95115,0.98481,1.03831,3.02654,8.67376,4.02987,3.72725,0.67961,9.9563,3.51616,0.58913,6.73004,0.02565,5.73267,0.75471,1.59581,5.50561,2.59046,2.05769,7.03202,2.82353,8.2340699999999991,7.32399,0.55418,7.59157,4.98998,4.23996,0.83149,NA
6.01149,4.14186,7.36143,0.08282,0.69175,3.05765,1.75225,2.30721,6.72013,3.60466,6.92229,3.42929,4.06478,4.83773,1.40117,11.69989,4.44355,6.31858,2.25717,6.67709,4.89953,4.8486,5.7641,4.03432,2.69984,5.55569,3.62715,2.69325,0.31976,1.28168,6.00054,3.7188,1.89634,6.49358,3.63749,5.51994,2.29014,10.93079,5.15269,4.03675,4.71912,2.79448,5.21149,4.7712,3.60787,4.50603,0.96153,2.33879,4.1957700000000004,2.03682,3.11234,4.99526,7.54878,6.57609,5.14442,5.08464,3.12163,3.53746,3.89255,7.24558,6.33612,0.47737,4.80512,7.79223,2.37989,1.36536,2.15264,8.95064,3.71007,4.95118,2.2131,6.03856,4.19452,3.58841,9.56839,1.00831,3.0885,4.80938,2.5105,6.69928,2.88596,1.63101,8.10847,3.78248,6.43597,7.73978,1.63252,7.30918,3.53939,3.76923,6.41877,0.68768
5.33414,5.90941,8.37637,4.32114,1.58594,2.08018,1.80475,2.05292,7.78413,4.12874,6.87725,2.43423,4.77217,5.77287,1.4762,8.32115,4.18998,8.75741,1.71648,7.84207,4.04178,3.92312,6.65593,3.80893,2.98898,4.58356,2.62975,3.33797,0.88892,1.10274,7.97425,2.84393,1.55376,3.12462,5.73692,3.57042,2.12129,11.54673,5.02964,2.77334,5.81859,2.63183,5.98994,5.4782,3.94283,5.13672,2.11991,2.89983,4.33894,2.97886,3.61321,6.41814,6.5029,6.0257,4.92364,3.86512,1.9075,2.29518,6.14922,5.02896,6.53683,1.65315,7.64528,6.01647,0.82913,1.69998,2.35063,8.52938,3.2805,5.14505,2.81465,6.66004,4.13447,3.96191,10.05683,0.86304,2.99685,5.97294,2.18852,6.76538,3.63218,0.91147,7.64101,3.97402,6.46527,10.98338,4.13071,7.76832,5.10087,3.12914,8.07567,NA
6.06071,3.56592,5.38012,0.19147,0.97518,2.16502,1.9964,1.94216,5.79809,2.39488,4.93068,1.57963,3.08135,5.17275,1.01951,2.99971,2.51991,8.85778,2.62954,2.79231,0.82026,4.44714,5.0774,5.14529,1.83524,5.65053,3.68556,2.34581,0.16169,0.16175,6.3201599999999996,1.93165,0.54592,6.84136,4.98812,2.89889,2.58452,9.85463,5.60016,4.83142,5.55779,3.55022,5.25801,4.65772,4.04987,5.02924,3.39486,2.63117,4.55101,2.69314,3.4223,5.33769,3.78804,7.45548,6.27523,3.67295,3.92561,2.01818,3.37939,4.38039,5.86367,0.93098,6.15902,7.63703,1.69248,1.68872,2.02585,9.07349,4.26933,4.62778,2.66549,8.32397,4.01383,1.74691,9.27764,0.60881,5.01148,3.75661,2.73619,5.44391,2.00609,1.13038,6.47842,2.00372,7.0027,8.23754,2.01784,7.10643,4.27963,4.22963,7.35494,NA
6.20923,4.92986,6.70863,1.47722,1.5854,2.44912,4.6664,3.49805,5.89735,2.99805,6.85102,1.91787,3.03362,5.55081,1.55252,3.30564,5.3052,8.84008,2.39918,8.53747,2.33559,5.00973,7.61007,5.65067,2.534,5.43869,3.63646,3.64287,0.27874,1.24348,3.33557,4.17484,0.64239,3.51781,6.81443,3.04726,2.92946,9.40714,5.52613,6.28109,5.55883,3.39334,5.18205,3.62896,5.17672,5.54598,5.25261,2.92624,5.21958,2.68641,2.54576,5.03542,4.55815,7.95668,6.3021,2.93691,1.38199,1.90571,2.67241,3.6379,5.74178,1.56891,4.93994,7.93519,2.7505,3.14078,2.81523,8.3875,3.3184,3.65459,2.71659,8.40775,4.17796,3.5613,8.94376,1.71599,5.04081,4.49042,3.78918,5.3485,1.91634,1.16367,6.25509,2.97326,5.02927,11.16608,5.38465,6.42063,4.33228,3.65476,6.30252,0.06698
6.30282,4.75462,6.86027,0.67978,1.18042,2.61076,3.78286,2.72452,6.52179,2.57082,6.65407,1.36208,3.1617,6.29725,2.65544,4.13129,4.993,9.79326,2.52646,7.48284,2.95785,4.5843,6.56853,5.43935,2.14647,5.56567,4.05261,2.76694,0.71169,0.88787,5.77444,4.27107,1.44725,6.18988,7.2529,2.87732,2.89832,11.04526,5.70639,5.60208,5.54786,3.18862,5.81988,4.46116,4.46346,5.30489,2.23418,2.99321,4.80724,2.85878,4.14157,5.71507,4.66742,7.77064,6.05996,3.35245,2.37914,1.75198,4.17429,4.47985,6.00997,1.02222,6.36927,8.08868,2.76118,2.65122,2.59093,9.20026,3.90353,4.18689,2.34582,9.30127,4.22811,3.17683,10.58497,1.33441,4.95452,4.73283,2.9791,5.76737,1.74371,0.27773,6.89776,2.79581,5.8771,9.01205,2.16634,7.42585,5.7327,3.31343,7.48341,0.15774
6.66612,4.62196,6.11577,0.89096,1.73803,2.88686,6.78597,2.38307,7.008,2.73497,5.7537,2.16361,5.56666,6.0848,1.63763,5.90729,4.61709,9.23799,3.03668,4.19152,1.56264,4.37281,6.35639,4.98694,2.90209,6.17699,4.64416,3.15835,0.79515,0.45375,7.19253,2.89765,1.45663,7.8142,5.01584,4.26101,3.22561,10.13722,6.03743,4.4528,5.76354,3.55909,6.24955,4.88064,3.92822,6.49192,2.8223,2.59536,4.10433,3.21739,4.31049,5.58856,4.40346,8.45481,6.40136,4.34448,4.68645,1.85129,4.05977,4.87988,5.94974,1.269,4.85321,8.61137,3.25538,4.87079,3.99563,9.68105,3.79052,4.21564,3.55114,7.51803,4.90208,3.18125,9.84008,0.5917,5.31633,4.84707,3.54135,5.84622,3.89248,1.32422,7.20747,3.02047,8.09446,8.8779,2.6606,7.29622,5.31072,4.62102,9.76525,0.15621
7.05057,6.07062,6.67325,2.86367,1.90598,2.89841,4.35364,2.71429,8.66599,3.36179,7.11402,3.79598,6.77421,6.27883,1.26771,9.41812,4.85643,8.39222,2.68999,7.1279,3.0021,4.254,5.93095,4.63773,7.60999,7.0367,3.85574,3.22553,1.0031,0.98293,7.38321,4.00991,1.84164,6.48301,5.69901,3.34038,2.64338,10.37003,7.02277,4.1804500000000004,6.43964,4.32339,6.40296,4.97285,4.50516,8.09681,1.2902,3.40011,5.99883,3.30649,4.34486,7.63311,5.62976,7.47183,6.38382,4.21359,4.60069,2.93609,5.14076,5.79791,6.58852,2.00607,8.88458,7.77886,2.7257,4.37673,3.24288,10.07224,4.54751,5.50919,4.54624,5.77284,5.31651,4.22127,10.25397,1.15484,4.69053,5.14474,3.18013,7.35267,7.37293,1.25229,8.10636,4.13912,7.23275,8.96841,3.43832,7.82061,5.32347,3.82095,12.06889,0.16065
6.68434,5.41858,7.14471,1.72077,1.26581,1.75479,3.45352,3.13848,6.18411,3.44954,6.84601,3.56415,2.90965,5.63802,2.71288,4.10438,5.40416,7.4424,3.44503,8.49694,7.04681,5.15736,8.40452,6.41709,2.95723,5.14611,4.03225,4.29513,0.80276,0.90946,3.0289,4.60475,1.41146,1.74751,6.65056,3.54994,2.14731,10.93364,6.13525,6.69653,7.19668,3.96292,6.06461,5.14925,4.47183,5.20788,3.15056,3.02329,5.47228,2.30534,3.63187,5.00377,4.91623,7.69685,7.09848,5.22735,1.27743,3.95465,3.40472,5.25022,6.43326,1.26188,9.34745,8.08016,3.04894,1.61571,2.29531,9.55827,4.67672,5.20399,4.59219,6.73648,4.77751,4.18853,9.73906,1.68857,6.44679,5.69479,3.02216,6.60363,1.85784,1.69896,7.37532,2.81101,4.85507,7.72055,3.82876,7.31659,5.10015,5.36086,6.16082,1.6711
6.25114,4.70938,5.57365,0.49031,0.66666,2.3842,2.65975,3.18201,5.90092,2.79167,6.57854,1.0084,3.09867,5.98181,1.18808,3.23523,5.32547,8.82959,2.92873,7.46411,2.96136,4.89502,6.6815,6.58017,2.80309,5.62468,4.34046,3.88888,0.89414,0.90879,3.14911,4.5105,1.81098,5.5642,5.59469,3.5726,2.69941,10.32911,6.61999,7.10653,6.66861,4.1402,5.95444,4.36183,4.35339,5.7103,4.58617,3.28751,3.92745,2.24892,2.87146,5.84468,4.53456,7.61182,7.15099,4.00926,2.90408,2.70481,3.13948,5.33279,6.34108,1.86038,6.65883,8.31897,3.24341,1.51322,2.10378,9.47107,4.39489,5.02338,3.34847,9.4163,4.19478,4.28729,9.27021,1.01538,6.18657,3.99962,2.74379,6.14495,2.23067,1.15129,7.24014,2.09132,5.85885,7.8922,2.10358,7.51722,5.83221,4.26105,6.41034,NA
5.88983,4.747,6.76293,2.51451,1.13349,1.99159,3.02167,3.04909,6.68347,2.61186,6.25931,1.32394,2.93518,6.08814,0.95151,5.00656,4.82859,7.748,2.68884,7.93808,4.48741,4.78263,7.47338,5.77154,2.67819,4.92006,3.51995,4.21899,0.76552,0.43803,4.1526,4.21497,1.71955,4.80367,7.0335,3.04108,2.49989,10.38708,5.22154,6.93846,5.77328,3.39753,5.3385,4.38486,4.36994,5.21474,2.6513,3.21171,3.99813,2.83645,3.53244,5.07392,4.72241,8.15483,6.07941,3.98645,1.34922,2.23529,5.0773,5.18192,6.00962,1.58776,5.59515,7.57814,2.65688,1.47636,1.93708,8.79484,3.47567,5.33452,3.93802,6.98167,3.79107,3.72751,9.9681,1.51327,5.55307,5.78914,2.6249,6.83002,1.83373,1.05226,7.01404,2.60954,4.95535,8.94236,3.31488,6.98324,3.71881,3.7354,7.17634,NA
6.13835,6.00564,6.30116,1.45072,0.74267,2.64264,2.17651,2.93695,7.75371,4.23902,7.29638,2.4966,4.89899,6.24695,2.38754,7.33939,5.87758,7.5783,2.69695,8.98551,3.48356,5.21169,8.40593,5.18205,3.97078,6.75383,4.75657,3.83177,1.06478,0.75003,5.42366,4.73583,2.36731,3.15093,4.89214,3.02462,3.03736,14.15777,6.08204,5.98424,5.43644,5.0531,6.01189,5.49209,3.45529,5.51637,0.88631,1.86571,7.65759,2.83116,2.84612,6.13935,4.51554,8.67232,6.08929,5.30946,1.94586,6.43947,4.12868,7.19546,6.86021,1.55437,9.46483,8.08247,2.83539,2.0174,3.49671,9.90449,5.34299,5.01617,2.73439,7.65181,4.5899,3.89336,11.17695,1.80136,4.23432,5.41643,2.78911,5.87926,3.0086,1.97967,8.05197,2.94651,6.32331,6.97109,3.52615,7.67765,4.52788,3.83162,7.69069,1.86388
6.10868,4.62375,5.28949,0.94463,1.05642,2.43341,3.31814,3.14852,5.78779,2.35193,6.10872,0.74418,2.69927,5.70254,0.6444,3.24322,4.8147,8.54283,2.89777,7.22935,5.90103,4.75144,6.32981,6.2217,2.84376,5.8375,3.69464,3.55736,0.34788,0.42025,3.3696,4.5172,1.35967,5.41202,5.43952,3.19275,2.68801,10.34423,6.20438,6.19337,5.29776,3.69693,5.78464,4.27023,4.33784,5.37849,3.03827,3.33484,3.53768,1.94217,2.70536,4.66194,4.52351,7.14203,6.61833,4.07654,2.46178,2.31385,3.09426,5.1496,5.97868,1.21336,6.16649,8.47975,3.07665,2.01662,1.69724,8.96803,3.87142,4.43961,3.32062,6.73647,4.07725,4.02334,8.52817,0.9157,6.46229,4.28056,2.58244,5.88329,1.75483,0.9469,6.9217,2.36259,5.50215,7.80177,2.02196,7.14913,5.03421,3.87062,5.75163,0.01824
6.24764,4.84881,7.05878,1.71499,1.59011,2.11635,0.69911,3.52595,5.69568,2.98269,6.47284,1.33238,3.20544,5.89291,1.05875,3.57537,5.96845,7.70733,3.252,8.74762,6.43822,4.72273,9.14477,6.33574,2.66741,5.39141,4.69184,4.63118,0.52869,1.20113,4.43999,4.85115,1.56418,1.73067,6.63366,3.12142,2.47666,10.23023,5.86892,8.3366,7.4761,3.83319,6.42805,4.85194,4.15184,5.06125,2.46617,3.10312,3.51456,2.15498,3.45494,4.64253,4.30185,7.54994,6.47498,3.94491,1.46885,2.03813,3.91741,5.62057,5.92955,1.28366,6.2012,8.1201,2.85656,0.82717,2.07439,9.86725,5.34156,4.79202,3.49712,5.54298,4.07479,4.2205,9.00706,1.69987,5.79638,5.16538,3.10923,6.16257,2.24885,1.79822,7.18842,2.62548,4.50768,8.11063,3.91786,6.99976,4.8754,3.94189,6.49763,0.48127
6.23353,5.23625,6.83245,2.75609,1.4658,2.67303,1.67765,3.35324,5.95106,2.65448,6.07421,1.19525,2.84228,5.96474,1.32063,3.43764,5.13056,8.91821,3.09238,8.17372,4.902,4.84362,7.48317,6.22818,2.81877,5.39142,4.06984,5.11435,0.82966,0.89603,5.49435,4.25809,1.87476,4.27838,6.42452,3.42347,2.42758,11.01049,5.5648,8.09307,5.62983,3.91191,5.89447,5.01007,4.41008,5.23352,1.78078,2.97596,4.09153,2.32121,3.49987,6.11822,4.95282,7.46963,6.48902,4.16549,1.76233,2.54271,4.03699,5.37093,6.06458,1.44544,7.28141,8.05231,2.50652,2.03639,1.91343,8.88928,3.90719,5.23391,3.90409,10.13408,4.32422,4.10584,9.79487,0.94518,5.79689,4.99341,2.93859,6.29329,1.9761,1.71949,7.61535,2.72026,5.13286,7.59762,2.28505,7.35189,4.89107,4.27051,7.47683,NA
